OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount
1774,6/20/2023,848,476,4,,
1775,11/13/2024,452,129,7,,
1776,3/21/2025,884,816,6,,
1777,4/26/2025,92,367,4,,
1778,3/16/2025,808,450,9,,
1779,8/21/2024,112,911,9,,
1780,10/27/2023,8,509,2,,
1781,10/3/2024,566,603,1,,
1782,4/21/2025,284,788,3,,
1783,6/20/2025,518,904,6,,
1784,12/3/2024,616,588,3,,
1785,2/4/2024,131,651,1,,
1786,5/10/2024,736,981,2,,
1787,2/22/2023,498,203,9,,
1788,12/3/2023,115,8,8,,
1789,4/28/2025,329,489,1,,
1790,4/1/2023,619,467,8,,
1791,3/28/2024,803,823,10,,
1792,12/7/2024,772,997,9,,
1793,10/9/2024,943,926,1,,
1794,4/17/2024,53,489,10,,
1795,8/25/2023,856,526,1,,
1796,9/4/2024,583,204,1,,
1797,6/20/2025,636,255,7,,
1798,3/17/2025,467,630,10,,
1799,7/16/2023,776,345,8,,
1800,8/22/2024,220,837,4,,
1801,1/15/2023,605,572,3,,
1802,1/28/2024,959,157,10,,
1803,6/4/2023,790,89,3,,
1804,5/24/2025,322,406,5,,
1805,2/19/2023,260,480,6,,
1806,6/14/2024,948,846,10,,
1807,2/19/2023,92,359,2,,
1808,12/2/2023,166,466,5,,
1809,5/10/2025,918,769,6,,
1810,2/4/2025,359,695,2,,
1811,6/23/2024,305,499,8,,
1812,2/8/2025,163,952,6,,
1813,3/27/2023,514,312,6,,
1814,8/23/2024,197,732,10,,
1815,12/17/2024,757,775,3,,
1816,2/24/2023,995,828,2,,
1817,9/29/2023,722,170,6,,
1818,6/4/2024,75,476,7,,
1819,3/30/2023,529,438,7,,
1820,5/17/2023,341,975,4,,
1821,1/15/2023,192,420,8,,
1822,3/10/2024,783,762,6,,
1823,1/4/2025,246,869,2,,
1824,1/10/2025,219,629,1,,
1825,1/23/2023,63,659,6,,
1826,3/19/2023,697,465,10,,
1827,4/19/2023,652,707,4,,
1828,3/5/2024,661,865,7,,
1829,1/24/2023,581,537,6,,
1830,12/4/2023,38,368,10,,
1831,11/15/2023,156,55,7,,
1832,7/2/2023,507,295,1,,
1833,5/24/2023,366,807,5,,
1834,3/13/2024,781,70,6,,
1835,1/2/2025,398,850,10,,
1836,1/6/2024,868,362,3,,
1837,4/29/2023,292,571,7,,
1838,12/28/2024,775,609,1,,
1839,2/23/2024,928,89,10,,
1840,2/14/2024,128,496,2,,
1841,5/16/2023,300,886,4,,
1842,5/28/2023,898,79,6,,
1843,5/20/2025,82,386,4,,
1844,4/30/2025,356,182,5,,
1845,9/8/2023,719,95,10,,
1846,5/28/2025,329,440,4,,
1847,10/5/2024,602,576,7,,
1848,4/12/2024,637,578,6,,
1849,5/24/2025,913,398,9,,
1850,2/26/2025,209,820,9,,
1851,2/6/2023,877,433,10,,
1852,10/31/2023,616,431,7,,
1853,3/1/2025,387,705,6,,
1854,6/17/2024,918,805,1,,
1855,7/28/2023,465,23,10,,
1856,1/2/2025,492,15,8,,
1857,10/9/2023,683,346,6,,
1858,4/21/2025,919,348,2,,
1859,12/22/2023,785,99,2,,
1860,4/25/2023,777,253,10,,
1861,4/19/2024,993,255,1,,
1862,12/22/2024,982,468,4,,
1863,7/10/2024,898,763,10,,
1864,9/8/2023,612,395,1,,
1865,10/3/2024,520,13,1,,
1866,5/21/2023,607,480,1,,
1867,6/14/2024,681,360,3,,
1868,6/28/2025,41,915,5,,
1869,6/9/2024,351,816,5,,
1870,4/23/2024,694,364,3,,
1871,11/3/2023,157,591,1,,
1872,11/19/2023,834,457,9,,
1873,3/23/2024,650,903,4,,
1874,11/27/2023,582,45,2,,
1875,10/24/2023,588,965,2,,
1876,8/1/2024,753,978,5,,
1877,10/13/2024,379,668,2,,
1878,6/4/2024,771,375,3,,
1879,5/9/2024,673,377,10,,
1880,1/8/2025,646,564,3,,
1881,7/6/2023,8,173,1,,
1882,12/9/2024,679,211,8,,
1883,6/9/2023,377,838,7,,
1884,7/8/2023,157,268,5,,
1885,1/2/2023,414,886,2,,
1886,5/25/2023,341,139,9,,
1887,8/8/2023,211,606,5,,
1888,1/2/2024,121,130,7,,
1889,5/11/2023,144,651,5,,
1890,6/22/2024,413,269,7,,
1891,9/13/2023,713,786,4,,
1892,6/15/2025,355,886,2,,
1893,2/28/2023,109,135,7,,
1894,2/13/2024,564,659,5,,
1895,10/12/2023,135,215,5,,
1896,8/15/2023,956,132,4,,
1897,9/19/2024,733,698,8,,
1898,1/8/2025,273,419,10,,
1899,2/23/2024,107,292,1,,
1900,4/4/2024,548,159,4,,
1901,1/2/2023,743,933,2,,
1902,7/25/2024,684,534,1,,
1903,4/23/2025,375,702,4,,
1904,6/7/2023,916,973,9,,
1905,9/30/2023,31,19,1,,
1906,2/22/2025,650,941,6,,
1907,3/26/2024,115,74,1,,
1908,1/6/2025,672,892,6,,
1909,3/30/2024,993,69,3,,
1910,9/10/2023,51,201,8,,
1911,1/30/2025,17,335,3,,
1912,5/8/2024,271,122,9,,
1913,10/11/2023,33,532,6,,
1914,6/10/2025,983,81,9,,
1915,3/21/2023,801,43,4,,
1916,4/14/2024,295,498,7,,
1917,3/28/2023,403,863,5,,
1918,5/14/2025,654,913,7,,
1919,3/24/2023,735,613,7,,
1920,3/18/2025,648,955,1,,
1921,11/6/2023,320,844,5,,
1922,9/3/2023,238,109,7,,
1923,5/23/2025,975,540,2,,
1924,6/25/2023,165,667,6,,
1925,10/16/2024,302,442,4,,
1926,7/23/2023,287,466,2,,
1927,3/4/2023,446,734,7,,
1928,1/24/2023,848,330,6,,
1929,6/7/2024,543,614,2,,
1930,3/28/2023,793,148,1,,
1931,11/28/2024,407,912,3,,
1932,8/24/2024,773,974,8,,
1933,9/8/2023,650,894,6,,
1934,2/25/2025,475,57,8,,
1935,9/23/2023,605,704,4,,
1936,10/17/2023,494,437,7,,
1937,10/17/2024,754,438,2,,
1938,10/5/2023,836,424,8,,
1939,7/25/2023,531,590,10,,
1940,1/27/2025,739,39,2,,
1941,10/13/2023,606,261,2,,
1942,10/16/2024,839,394,1,,
1943,5/21/2025,193,763,3,,
1944,3/29/2024,155,573,8,,
1945,11/18/2023,796,876,10,,
1946,2/9/2023,555,940,6,,
1947,9/17/2024,696,499,4,,
1948,12/28/2023,110,424,6,,
1949,5/27/2023,367,483,2,,
1950,1/29/2024,829,931,8,,
1951,12/1/2024,35,75,9,,
1952,9/8/2024,296,293,9,,
1953,7/15/2024,906,450,4,,
1954,10/13/2023,178,117,3,,
1955,9/1/2023,975,471,9,,
1956,12/10/2024,163,158,9,,
1957,5/12/2024,157,509,1,,
1958,8/13/2023,744,645,7,,
1959,6/8/2024,389,977,1,,
1960,4/20/2025,629,899,6,,
1961,5/7/2025,727,604,9,,
1962,10/1/2023,654,186,9,,
1963,7/26/2023,95,983,6,,
1964,5/24/2024,773,183,4,,
1965,4/12/2025,888,107,3,,
1966,9/23/2023,437,388,6,,
1967,6/16/2024,568,589,3,,
1968,1/11/2025,436,936,9,,
1969,2/6/2023,96,232,8,,
1970,6/6/2023,837,797,3,,
1971,8/28/2023,523,871,8,,
1972,5/31/2023,775,181,7,,
1973,3/4/2024,681,265,5,,
1974,4/26/2023,593,248,7,,
1975,5/29/2024,246,6,4,,
1976,7/29/2023,871,394,3,,
1977,5/11/2025,1000,467,5,,
1978,1/18/2025,809,343,3,,
1979,10/25/2023,792,726,2,,
1980,11/9/2023,182,242,6,,
1981,9/28/2024,779,657,4,,
1982,1/2/2023,415,297,8,,
1983,4/29/2025,835,154,9,,
1984,2/7/2024,132,448,7,,
1985,8/27/2024,923,291,5,,
1986,8/13/2024,804,388,8,,
1987,2/7/2023,636,26,10,,
1988,5/6/2024,828,473,2,,
1989,4/19/2025,820,778,8,,
1990,11/27/2023,895,386,1,,
1991,10/21/2024,962,462,9,,
1992,1/9/2023,374,521,8,,
1993,7/30/2024,579,66,4,,
1994,1/26/2023,131,339,2,,
1995,10/17/2023,135,948,4,,
1996,6/12/2023,451,77,9,,
1997,4/18/2025,173,93,5,,
1998,10/7/2024,772,199,3,,
1999,2/8/2025,718,315,8,,
2000,3/9/2023,96,844,7,,
